Wavelength Scan - Scanning

Instrument Name:,,,DU 800 Spectrophotometer
Serial Number:,,,8002850
Software Version:,,,"2.1,  Build 5"
Firmware Version:,,,2.0.102
Method Name:,,,LTER color 5cm
Organization:,,,
Department:,,,
Operator:,,,
Product Name:,,,
Component Name:,,,
Lot Number:,,,
Comment:,,,
Signature 1:,,,
Signature 2:,,,
Signature 3:,,,
Signature 4:,,,
Signature 5:,,,

#,Filename,Acquired
1,,"August 13, 2025 11:02 AM"

Scan Mode:,,,Abs
Start Wavelength:,,,200.0 nm
End Wavelength:,,,800.0 nm
Wavelength Interval:,,,1.0 nm
Scan Speed:,,,1200 nm/min

,Sample Name,,Description
1,Blank,,
2,CR,,
3,SP,,
4,BM,,
5,TR,,
6,AL,,
7,CB,,
8,TB,,

nm,Abs 1,Abs 2,Abs 3,Abs 4,Abs 5,Abs 6,Abs 7,Abs 8
761.0,-0.0002,-0.0029,-0.0037,-0.0051,-0.0064,-0.0001,0.0010,0.0110
762.0,-0.0002,-0.0028,-0.0036,-0.0050,-0.0063,-0.0001,0.0011,0.0109
763.0,-0.0002,-0.0027,-0.0036,-0.0050,-0.0063,-0.0001,0.0011,0.0108
764.0,-0.0002,-0.0027,-0.0036,-0.0050,-0.0062,-0.0001,0.0010,0.0106
765.0,-0.0002,-0.0027,-0.0035,-0.0049,-0.0062,-0.0001,0.0010,0.0105
766.0,-0.0002,-0.0027,-0.0035,-0.0048,-0.0062,-0.0001,0.0010,0.0103
767.0,-0.0002,-0.0026,-0.0034,-0.0048,-0.0061,-0.0000,0.0010,0.0102
768.0,-0.0003,-0.0026,-0.0034,-0.0048,-0.0061,-0.0001,0.0010,0.0101
769.0,-0.0003,-0.0025,-0.0033,-0.0047,-0.0060,-0.0000,0.0010,0.0099
770.0,-0.0002,-0.0024,-0.0032,-0.0046,-0.0059,0.0000,0.0011,0.0099
771.0,-0.0003,-0.0025,-0.0033,-0.0046,-0.0060,-0.0001,0.0010,0.0097
772.0,-0.0003,-0.0024,-0.0032,-0.0046,-0.0059,0.0000,0.0010,0.0095
773.0,-0.0003,-0.0024,-0.0032,-0.0045,-0.0058,0.0000,0.0010,0.0094
774.0,-0.0003,-0.0023,-0.0031,-0.0045,-0.0058,0.0000,0.0009,0.0093
775.0,-0.0003,-0.0023,-0.0031,-0.0044,-0.0058,0.0000,0.0009,0.0092
776.0,-0.0003,-0.0023,-0.0031,-0.0044,-0.0058,0.0000,0.0009,0.0090
777.0,-0.0003,-0.0022,-0.0030,-0.0043,-0.0057,0.0001,0.0010,0.0090
778.0,-0.0003,-0.0022,-0.0030,-0.0043,-0.0057,0.0001,0.0009,0.0088
779.0,-0.0004,-0.0022,-0.0030,-0.0042,-0.0056,0.0000,0.0009,0.0087
780.0,-0.0004,-0.0021,-0.0030,-0.0042,-0.0056,0.0000,0.0009,0.0085
781.0,-0.0004,-0.0021,-0.0029,-0.0042,-0.0055,0.0001,0.0009,0.0084
782.0,-0.0004,-0.0021,-0.0029,-0.0042,-0.0056,0.0000,0.0009,0.0083
783.0,-0.0004,-0.0020,-0.0029,-0.0041,-0.0055,0.0000,0.0009,0.0082
784.0,-0.0003,-0.0019,-0.0028,-0.0041,-0.0055,0.0001,0.0009,0.0081
785.0,-0.0004,-0.0019,-0.0028,-0.0041,-0.0055,0.0001,0.0009,0.0080
786.0,-0.0004,-0.0019,-0.0028,-0.0041,-0.0054,0.0001,0.0009,0.0078
787.0,-0.0004,-0.0019,-0.0027,-0.0040,-0.0054,0.0001,0.0009,0.0078
788.0,-0.0004,-0.0018,-0.0027,-0.0040,-0.0054,0.0001,0.0008,0.0076
789.0,-0.0004,-0.0018,-0.0027,-0.0040,-0.0054,0.0001,0.0008,0.0075
790.0,-0.0004,-0.0018,-0.0027,-0.0040,-0.0054,0.0001,0.0007,0.0074
791.0,-0.0004,-0.0018,-0.0026,-0.0039,-0.0053,0.0001,0.0007,0.0073
792.0,-0.0004,-0.0018,-0.0027,-0.0040,-0.0053,0.0001,0.0007,0.0072
793.0,-0.0004,-0.0017,-0.0027,-0.0039,-0.0053,0.0001,0.0007,0.0070
794.0,-0.0003,-0.0017,-0.0026,-0.0038,-0.0052,0.0001,0.0007,0.0070
795.0,-0.0003,-0.0017,-0.0026,-0.0038,-0.0053,0.0001,0.0007,0.0069
796.0,-0.0003,-0.0017,-0.0025,-0.0038,-0.0052,0.0002,0.0007,0.0068
797.0,-0.0004,-0.0017,-0.0026,-0.0038,-0.0052,0.0001,0.0006,0.0067
798.0,-0.0004,-0.0017,-0.0026,-0.0038,-0.0052,0.0001,0.0006,0.0065
799.0,-0.0004,-0.0017,-0.0026,-0.0038,-0.0053,0.0001,0.0006,0.0065
800.0,-0.0004,-0.0017,-0.0026,-0.0038,-0.0053,0.0001,0.0006,0.0065
