"lakeid","station","year4","sample_date","species_code","species_name","density","individuals_measured","avg_length"
"CB",1,2004,"2004-09-14",61701,"KELLICOTTIA BOSTONIENSIS",143.9,,
"CB",1,2004,"2004-09-14",61808,"KERATELLA TAUROCEPHALA",14.6,,
"CB",1,2004,"2004-09-14",61810,"KERATELLA TICINENSIS",0.6,,
"CB",1,2004,"2004-09-14",63004,"POLYARTHRA REMATA",80.6,,
"CB",1,2004,"2004-09-14",63005,"POLYARTHRA VULGARIS",42.6,,
"CB",1,2004,"2004-09-14",63602,"TRICHOCERCA BIROSTRIS",79.5,,
"CB",1,2004,"2004-09-14",63612,"TRICHOCERCA MULTICRINIS",4.5,,
"CB",1,2004,"2004-10-13",10000,"COPEPOD NAUPLII",3.4,,
"CB",1,2004,"2004-10-13",20601,"MESOCYCLOPS EDAX",0.6,,
"CB",1,2004,"2004-10-13",20901,"TROPOCYCLOPS PRASINUS MEXICANUS",12.4,,
"CB",1,2004,"2004-10-13",50700,"BOSMINIDAE",0.8,,
"CB",1,2004,"2004-10-13",51130,"DAPHNIA PULICARIA",2.5,,
"CB",1,2004,"2004-10-13",51801,"HOLOPEDIUM GIBBERUM",0.6,,
"CB",1,2004,"2004-10-13",60202,"ASCOMORPHA OVALIS",1.1,,
"CB",1,2004,"2004-10-13",61502,"GASTROPUS STYLIFER",2.8,,
"CB",1,2004,"2004-10-13",61701,"KELLICOTTIA BOSTONIENSIS",97.4,,
"CB",1,2004,"2004-10-13",61808,"KERATELLA TAUROCEPHALA",15.1,,
"CB",1,2004,"2004-10-13",62406,"MONOSTYLA LUNARIS",0.6,,
"CB",1,2004,"2004-10-13",63004,"POLYARTHRA REMATA",26.3,,
"CB",1,2004,"2004-10-13",63005,"POLYARTHRA VULGARIS",6.7,,
"CB",1,2004,"2004-10-13",63400,"SYNCHAETA",0.6,,
"CB",1,2004,"2004-10-13",63602,"TRICHOCERCA BIROSTRIS",27.4,,
"CB",1,2004,"2004-11-08",10000,"COPEPOD NAUPLII",0.3,,
"CB",1,2004,"2004-11-08",20901,"TROPOCYCLOPS PRASINUS MEXICANUS",0.9,,
"CB",1,2004,"2004-11-08",50700,"BOSMINIDAE",0.3,,
"CB",1,2004,"2004-11-08",51000,"CHYDORUS",0.6,,
"CB",1,2004,"2004-11-08",51130,"DAPHNIA PULICARIA",0.3,,
"CB",1,2004,"2004-11-08",51801,"HOLOPEDIUM GIBBERUM",0.3,,
"CB",1,2004,"2004-11-08",61502,"GASTROPUS STYLIFER",3.9,,
"CB",1,2004,"2004-11-08",61701,"KELLICOTTIA BOSTONIENSIS",9.2,,
"CB",1,2004,"2004-11-08",61803,"KERATELLA CRASSA",0.3,,
"CB",1,2004,"2004-11-08",61808,"KERATELLA TAUROCEPHALA",4.5,,
"CB",1,2004,"2004-11-08",62000,"LEPADELLA",0.3,,
"CB",1,2004,"2004-11-08",63004,"POLYARTHRA REMATA",3.4,,
"CB",1,2004,"2004-11-08",63005,"POLYARTHRA VULGARIS",9,,
"CB",1,2004,"2004-11-08",63400,"SYNCHAETA",7,,
"CB",1,2004,"2004-11-08",63602,"TRICHOCERCA BIROSTRIS",2,,
"CB",1,2004,"2004-11-08",88888,"UNKNOWN ROTIFER",0.6,,
"CB",1,2005,"2005-02-28",20901,"TROPOCYCLOPS PRASINUS MEXICANUS",0.3,,
"CB",1,2005,"2005-02-28",61701,"KELLICOTTIA BOSTONIENSIS",1.4,,
"CB",1,2005,"2005-02-28",61810,"KERATELLA TICINENSIS",0.8,,
"CB",1,2005,"2005-02-28",88888,"UNKNOWN ROTIFER",8.7,,
"CB",1,2005,"2005-04-18",10000,"COPEPOD NAUPLII",3.6,,
"CB",1,2005,"2005-04-18",20601,"MESOCYCLOPS EDAX",4.8,,
"CB",1,2005,"2005-04-18",51000,"CHYDORUS",1.1,,
"CB",1,2005,"2005-04-18",51100,"DAPHNIA",0.3,,
"CB",1,2005,"2005-04-18",61701,"KELLICOTTIA BOSTONIENSIS",0.3,,
"CB",1,2005,"2005-04-18",63005,"POLYARTHRA VULGARIS",0.3,,
"CB",1,2005,"2005-04-18",63400,"SYNCHAETA",1.4,,
"CB",1,2005,"2005-04-18",88888,"UNKNOWN ROTIFER",5.6,,
"CB",1,2005,"2005-05-17",10000,"COPEPOD NAUPLII",12.3,,
"CB",1,2005,"2005-05-17",20000,"CYCLOPOID",2.8,,
"CB",1,2005,"2005-05-17",20302,"DIACYCLOPS THOMASI",1.7,,
"CB",1,2005,"2005-05-17",20601,"MESOCYCLOPS EDAX",0.8,,
"CB",1,2005,"2005-05-17",51000,"CHYDORUS",0.6,,
"CB",1,2005,"2005-05-17",51130,"DAPHNIA PULICARIA",0.6,,
"CB",1,2005,"2005-05-17",61701,"KELLICOTTIA BOSTONIENSIS",5,,
"CB",1,2005,"2005-05-17",61808,"KERATELLA TAUROCEPHALA",0.6,,
"CB",1,2005,"2005-05-17",63002,"POLYARTHRA EURYPTERA",0.6,,
"CB",1,2005,"2005-05-17",63004,"POLYARTHRA REMATA",1.1,,
"CB",1,2005,"2005-05-17",63005,"POLYARTHRA VULGARIS",72.2,,
"CB",1,2005,"2005-05-17",63400,"SYNCHAETA",27.4,,
"CB",1,2005,"2005-05-17",63602,"TRICHOCERCA BIROSTRIS",1.1,,
"CB",1,2005,"2005-06-15",10000,"COPEPOD NAUPLII",47,,
"CB",1,2005,"2005-06-15",20000,"CYCLOPOID",0.6,,
"CB",1,2005,"2005-06-15",20302,"DIACYCLOPS THOMASI",0.3,,
"CB",1,2005,"2005-06-15",20601,"MESOCYCLOPS EDAX",7,,
"CB",1,2005,"2005-06-15",50700,"BOSMINIDAE",3.9,,
"CB",1,2005,"2005-06-15",51000,"CHYDORUS",0.8,,
"CB",1,2005,"2005-06-15",51130,"DAPHNIA PULICARIA",11.8,,
"CB",1,2005,"2005-06-15",51801,"HOLOPEDIUM GIBBERUM",2,,
"CB",1,2005,"2005-06-15",60800,"CONOCHILOIDES",11.8,,
"CB",1,2005,"2005-06-15",61502,"GASTROPUS STYLIFER",2.2,,
"CB",1,2005,"2005-06-15",61701,"KELLICOTTIA BOSTONIENSIS",63.8,,
"CB",1,2005,"2005-06-15",61801,"KERATELLA COCHLEARIS",0.6,,
"CB",1,2005,"2005-06-15",61805,"KERATELLA HIEMALIS",1.1,,
"CB",1,2005,"2005-06-15",61808,"KERATELLA TAUROCEPHALA",29.1,,
"CB",1,2005,"2005-06-15",63004,"POLYARTHRA REMATA",16.8,,
"CB",1,2005,"2005-06-15",63005,"POLYARTHRA VULGARIS",270.5,,
"CB",1,2005,"2005-06-15",63400,"SYNCHAETA",1.1,,
"CB",1,2005,"2005-06-15",63602,"TRICHOCERCA BIROSTRIS",10.6,,
"CB",1,2005,"2005-07-13",10000,"COPEPOD NAUPLII",34.2,,
"CB",1,2005,"2005-07-13",20601,"MESOCYCLOPS EDAX",13.5,,
"CB",1,2005,"2005-07-13",51000,"CHYDORUS",0.3,,
"CB",1,2005,"2005-07-13",51130,"DAPHNIA PULICARIA",1.7,,
"CB",1,2005,"2005-07-13",61502,"GASTROPUS STYLIFER",20.2,,
"CB",1,2005,"2005-07-13",61701,"KELLICOTTIA BOSTONIENSIS",65,,
"CB",1,2005,"2005-07-13",61808,"KERATELLA TAUROCEPHALA",23.5,,
"CB",1,2005,"2005-07-13",61810,"KERATELLA TICINENSIS",0.6,,
"CB",1,2005,"2005-07-13",63004,"POLYARTHRA REMATA",0.6,,
"CB",1,2005,"2005-07-13",63005,"POLYARTHRA VULGARIS",7.8,,
"CB",1,2005,"2005-07-13",63602,"TRICHOCERCA BIROSTRIS",1.1,,
"CB",1,2005,"2005-08-09",10000,"COPEPOD NAUPLII",139.4,,
"CB",1,2005,"2005-08-09",20302,"DIACYCLOPS THOMASI",0.6,,
"CB",1,2005,"2005-08-09",20601,"MESOCYCLOPS EDAX",15.7,,
"CB",1,2005,"2005-08-09",51000,"CHYDORUS",0.3,,
"CB",1,2005,"2005-08-09",51130,"DAPHNIA PULICARIA",38.6,,
"CB",1,2005,"2005-08-09",51801,"HOLOPEDIUM GIBBERUM",1.1,,
"CB",1,2005,"2005-08-09",61701,"KELLICOTTIA BOSTONIENSIS",9.5,,
"CB",1,2005,"2005-08-09",61801,"KERATELLA COCHLEARIS",1.7,,
"CB",1,2005,"2005-08-09",61808,"KERATELLA TAUROCEPHALA",109.2,,
"CB",1,2005,"2005-08-09",63004,"POLYARTHRA REMATA",1.1,,
"CB",1,2005,"2005-08-09",63005,"POLYARTHRA VULGARIS",7.8,,
"CB",1,2005,"2005-08-09",63602,"TRICHOCERCA BIROSTRIS",1.7,,
"CB",1,2005,"2005-09-07",10000,"COPEPOD NAUPLII",15.7,,
"CB",1,2005,"2005-09-07",20601,"MESOCYCLOPS EDAX",13.6,,
"CB",1,2005,"2005-09-07",51000,"CHYDORUS",0.8,,
"CB",1,2005,"2005-09-07",51130,"DAPHNIA PULICARIA",15.1,,
"CB",1,2005,"2005-09-07",51801,"HOLOPEDIUM GIBBERUM",0.3,,
"CB",1,2005,"2005-09-07",61502,"GASTROPUS STYLIFER",12.3,,
"CB",1,2005,"2005-09-07",61701,"KELLICOTTIA BOSTONIENSIS",26.3,,
"CB",1,2005,"2005-09-07",61808,"KERATELLA TAUROCEPHALA",84,,
"CB",1,2005,"2005-09-07",63004,"POLYARTHRA REMATA",12.3,,
"CB",1,2005,"2005-09-07",63005,"POLYARTHRA VULGARIS",7.8,,
"CB",1,2005,"2005-09-07",63602,"TRICHOCERCA BIROSTRIS",15.1,,
"CB",1,2005,"2005-10-06",10000,"COPEPOD NAUPLII",0.3,,
"CB",1,2005,"2005-10-06",20601,"MESOCYCLOPS EDAX",5.1,,
"CB",1,2005,"2005-10-06",50700,"BOSMINIDAE",0.3,,
"CB",1,2005,"2005-10-06",51000,"CHYDORUS",0.3,,
"CB",1,2005,"2005-10-06",51130,"DAPHNIA PULICARIA",32.5,,
"CB",1,2005,"2005-10-06",51801,"HOLOPEDIUM GIBBERUM",0.8,,
"CB",1,2005,"2005-10-06",60500,"CEPHALODELLA",0.6,,
"CB",1,2005,"2005-10-06",61200,"ENCENTRUM",0.3,,
"CB",1,2005,"2005-10-06",61300,"EUCHLANIS",0.3,,
"CB",1,2005,"2005-10-06",61502,"GASTROPUS STYLIFER",0.8,,
"CB",1,2005,"2005-10-06",61808,"KERATELLA TAUROCEPHALA",4.2,,
"CB",1,2005,"2005-10-06",61900,"LECANE",0.3,,
"CB",1,2005,"2005-10-06",62400,"MONOSTYLA",0.8,,
"CB",1,2005,"2005-10-06",63004,"POLYARTHRA REMATA",14.3,,
"CB",1,2005,"2005-10-06",63005,"POLYARTHRA VULGARIS",53.8,,
"CB",1,2005,"2005-10-06",63400,"SYNCHAETA",0.6,,
"CB",1,2005,"2005-10-06",63602,"TRICHOCERCA BIROSTRIS",6.2,,
"CB",1,2005,"2005-10-06",63603,"TRICHOCERCA CYLINDRICA",0.6,,
"CB",1,2005,"2005-10-06",63612,"TRICHOCERCA MULTICRINIS",0.3,,
"CB",1,2005,"2005-11-08",10000,"COPEPOD NAUPLII",0.8,,
"CB",1,2005,"2005-11-08",51000,"CHYDORUS",0.3,,
"CB",1,2005,"2005-11-08",51130,"DAPHNIA PULICARIA",1.1,,
"CB",1,2005,"2005-11-08",60500,"CEPHALODELLA",1.4,,
"CB",1,2005,"2005-11-08",61502,"GASTROPUS STYLIFER",2.8,,
"CB",1,2005,"2005-11-08",61701,"KELLICOTTIA BOSTONIENSIS",0.3,,
"CB",1,2005,"2005-11-08",61808,"KERATELLA TAUROCEPHALA",23.5,,
"CB",1,2005,"2005-11-08",61900,"LECANE",0.3,,
"CB",1,2005,"2005-11-08",62000,"LEPADELLA",0.3,,
"CB",1,2005,"2005-11-08",62400,"MONOSTYLA",0.8,,
"CB",1,2005,"2005-11-08",63004,"POLYARTHRA REMATA",26,,
"CB",1,2005,"2005-11-08",63005,"POLYARTHRA VULGARIS",18.5,,
"CB",1,2005,"2005-11-08",63400,"SYNCHAETA",27.4,,
"CB",1,2005,"2005-11-08",63602,"TRICHOCERCA BIROSTRIS",2.5,,
"CB",1,2005,"2005-11-08",88888,"UNKNOWN ROTIFER",0.8,,
"CB",1,2006,"2006-02-23",61701,"KELLICOTTIA BOSTONIENSIS",22.4,,
"CB",1,2006,"2006-02-23",61808,"KERATELLA TAUROCEPHALA",744.2,,
"CB",1,2006,"2006-02-23",61810,"KERATELLA TICINENSIS",22.4,,
"CB",1,2006,"2006-02-23",63004,"POLYARTHRA REMATA",31.9,,
"CB",1,2006,"2006-02-23",63400,"SYNCHAETA",115.4,,
"CB",1,2006,"2006-02-23",88888,"UNKNOWN ROTIFER",25.8,,
"CB",1,2006,"2006-04-18",10000,"COPEPOD NAUPLII",50.4,,
"CB",1,2006,"2006-04-18",20601,"MESOCYCLOPS EDAX",2,,
"CB",1,2006,"2006-04-18",51100,"DAPHNIA",1.4,,
"CB",1,2006,"2006-04-18",61701,"KELLICOTTIA BOSTONIENSIS",7.8,,
"CB",1,2006,"2006-04-18",61805,"KERATELLA HIEMALIS",0.6,,
"CB",1,2006,"2006-04-18",61808,"KERATELLA TAUROCEPHALA",6.7,,
"CB",1,2006,"2006-04-18",61810,"KERATELLA TICINENSIS",87.4,,
"CB",1,2006,"2006-04-18",63005,"POLYARTHRA VULGARIS",3.4,,
"CB",1,2006,"2006-04-18",63400,"SYNCHAETA",10.6,,
"CB",1,2006,"2006-04-18",88888,"UNKNOWN ROTIFER",38.6,,
"CB",1,2006,"2006-05-17",10000,"COPEPOD NAUPLII",16.8,9,0.19
"CB",1,2006,"2006-05-17",20000,"CYCLOPOID",19.6,,
"CB",1,2006,"2006-05-17",20601,"MESOCYCLOPS EDAX",0.3,,
"CB",1,2006,"2006-05-17",50700,"BOSMINIDAE",0.6,,
"CB",1,2006,"2006-05-17",51000,"CHYDORUS",0.3,,
"CB",1,2006,"2006-05-17",51130,"DAPHNIA PULICARIA",4.5,,
"CB",1,2006,"2006-05-17",61701,"KELLICOTTIA BOSTONIENSIS",44.8,31,0.11
"CB",1,2006,"2006-05-17",61808,"KERATELLA TAUROCEPHALA",72.8,21,0.12
"CB",1,2006,"2006-05-17",61810,"KERATELLA TICINENSIS",126,45,0.11
"CB",1,2006,"2006-05-17",63001,"POLYARTHRA DOLICHOPTERA",11.2,11,0.07
"CB",1,2006,"2006-05-17",63004,"POLYARTHRA REMATA",64.4,27,0.08
"CB",1,2006,"2006-05-17",63005,"POLYARTHRA VULGARIS",142.8,45,0.12
"CB",1,2006,"2006-05-17",63400,"SYNCHAETA",67.2,33,0.17
"CB",1,2006,"2006-06-13",10000,"COPEPOD NAUPLII",28,7,0.15
"CB",1,2006,"2006-06-13",20601,"MESOCYCLOPS EDAX",1.2,,
"CB",1,2006,"2006-06-13",51130,"DAPHNIA PULICARIA",1.1,,
"CB",1,2006,"2006-06-13",60800,"CONOCHILOIDES",2.8,1,0.06
"CB",1,2006,"2006-06-13",61502,"GASTROPUS STYLIFER",58.8,26,0.08
"CB",1,2006,"2006-06-13",61701,"KELLICOTTIA BOSTONIENSIS",176.4,25,0.11
"CB",1,2006,"2006-06-13",61808,"KERATELLA TAUROCEPHALA",142.8,29,0.11
"CB",1,2006,"2006-06-13",61810,"KERATELLA TICINENSIS",1288,26,0.11
"CB",1,2006,"2006-06-13",63004,"POLYARTHRA REMATA",28,13,0.09
"CB",1,2006,"2006-06-13",63005,"POLYARTHRA VULGARIS",50.4,16,0.12
"CB",1,2006,"2006-06-13",63602,"TRICHOCERCA BIROSTRIS",11.2,9,0.1
"CB",1,2006,"2006-07-12",10000,"COPEPOD NAUPLII",108.1,,
"CB",1,2006,"2006-07-12",20601,"MESOCYCLOPS EDAX",30.2,,
"CB",1,2006,"2006-07-12",51130,"DAPHNIA PULICARIA",60.2,,
"CB",1,2006,"2006-07-12",51801,"HOLOPEDIUM GIBBERUM",3.6,,
"CB",1,2006,"2006-07-12",61502,"GASTROPUS STYLIFER",4.5,,
"CB",1,2006,"2006-07-12",61701,"KELLICOTTIA BOSTONIENSIS",15.7,,
"CB",1,2006,"2006-07-12",61801,"KERATELLA COCHLEARIS",0.6,,
"CB",1,2006,"2006-07-12",61808,"KERATELLA TAUROCEPHALA",152.9,,
"CB",1,2006,"2006-07-12",61810,"KERATELLA TICINENSIS",7.8,,
"CB",1,2006,"2006-07-12",62406,"MONOSTYLA LUNARIS",0.6,,
"CB",1,2006,"2006-07-12",63004,"POLYARTHRA REMATA",1.1,,
"CB",1,2006,"2006-07-12",63005,"POLYARTHRA VULGARIS",16.8,,
"CB",1,2006,"2006-07-12",63612,"TRICHOCERCA MULTICRINIS",0.6,,
"CB",1,2006,"2006-08-07",10000,"COPEPOD NAUPLII",54.3,10,0.18
"CB",1,2006,"2006-08-07",20601,"MESOCYCLOPS EDAX",17.9,,
"CB",1,2006,"2006-08-07",50700,"BOSMINIDAE",0.8,,
"CB",1,2006,"2006-08-07",51130,"DAPHNIA PULICARIA",9.5,,
"CB",1,2006,"2006-08-07",51801,"HOLOPEDIUM GIBBERUM",0.6,,
"CB",1,2006,"2006-08-07",61502,"GASTROPUS STYLIFER",1.7,,
"CB",1,2006,"2006-08-07",61701,"KELLICOTTIA BOSTONIENSIS",0.6,,
"CB",1,2006,"2006-08-07",61808,"KERATELLA TAUROCEPHALA",73.9,13,0.11
"CB",1,2006,"2006-08-07",61810,"KERATELLA TICINENSIS",6.2,,
"CB",1,2006,"2006-08-07",63004,"POLYARTHRA REMATA",8.4,,
"CB",1,2006,"2006-08-07",63005,"POLYARTHRA VULGARIS",34.2,16,0.12
"CB",1,2006,"2006-08-07",63400,"SYNCHAETA",0.6,,
"CB",1,2006,"2006-08-07",63612,"TRICHOCERCA MULTICRINIS",0.6,,
"CB",1,2006,"2006-08-07",88888,"UNKNOWN ROTIFER",0.6,,
"CB",1,2006,"2006-09-07",10000,"COPEPOD NAUPLII",14,,
"CB",1,2006,"2006-09-07",20000,"CYCLOPOID",0.3,1,0.34
"CB",1,2006,"2006-09-07",20601,"MESOCYCLOPS EDAX",32.5,116,0.97
"CB",1,2006,"2006-09-07",50700,"BOSMINIDAE",1.4,5,0.32
"CB",1,2006,"2006-09-07",51000,"CHYDORUS",0.3,1,0.23
"CB",1,2006,"2006-09-07",51130,"DAPHNIA PULICARIA",14.8,53,0.85
"CB",1,2006,"2006-09-07",51801,"HOLOPEDIUM GIBBERUM",6.4,23,0.62
"CB",1,2006,"2006-09-07",61502,"GASTROPUS STYLIFER",5,3,0.07
"CB",1,2006,"2006-09-07",61701,"KELLICOTTIA BOSTONIENSIS",51,30,0.11
"CB",1,2006,"2006-09-07",61807,"KERATELLA SERRULATA",0.6,1,0.11
"CB",1,2006,"2006-09-07",61808,"KERATELLA TAUROCEPHALA",58.2,33,0.11
"CB",1,2006,"2006-09-07",63004,"POLYARTHRA REMATA",9,7,0.08
"CB",1,2006,"2006-09-07",63005,"POLYARTHRA VULGARIS",31.4,16,0.11
"CB",1,2006,"2006-09-07",63602,"TRICHOCERCA BIROSTRIS",4.5,1,0.1
"CB",1,2006,"2006-09-07",63612,"TRICHOCERCA MULTICRINIS",0.6,,
"CB",1,2006,"2006-10-03",10000,"COPEPOD NAUPLII",1.7,6,0.15
"CB",1,2006,"2006-10-03",20601,"MESOCYCLOPS EDAX",2.3,8,1.13
"CB",1,2006,"2006-10-03",51000,"CHYDORUS",0.3,1,0.21
"CB",1,2006,"2006-10-03",51130,"DAPHNIA PULICARIA",17.4,62,1.08
"CB",1,2006,"2006-10-03",51801,"HOLOPEDIUM GIBBERUM",1.4,4,0.86
"CB",1,2006,"2006-10-03",61502,"GASTROPUS STYLIFER",1.7,,
"CB",1,2006,"2006-10-03",61701,"KELLICOTTIA BOSTONIENSIS",0.8,,
"CB",1,2006,"2006-10-03",61808,"KERATELLA TAUROCEPHALA",28.6,,
"CB",1,2006,"2006-10-03",61900,"LECANE",0.3,,
"CB",1,2006,"2006-10-03",62406,"MONOSTYLA LUNARIS",0.3,,
"CB",1,2006,"2006-10-03",63003,"POLYARTHRA MAJOR",0.3,,
"CB",1,2006,"2006-10-03",63004,"POLYARTHRA REMATA",2,,
"CB",1,2006,"2006-10-03",63005,"POLYARTHRA VULGARIS",10.9,,
"CB",1,2006,"2006-10-03",63602,"TRICHOCERCA BIROSTRIS",0.8,,
"CB",1,2006,"2006-10-26",10000,"COPEPOD NAUPLII",11.2,28,0.15
"CB",1,2006,"2006-10-26",20601,"MESOCYCLOPS EDAX",0.6,2,1.44
"CB",1,2006,"2006-10-26",20901,"TROPOCYCLOPS PRASINUS MEXICANUS",0.3,,
"CB",1,2006,"2006-10-26",50201,"ACROPERUS HARPAE",0.3,1,0.48
"CB",1,2006,"2006-10-26",50700,"BOSMINIDAE",0.6,2,0.41
"CB",1,2006,"2006-10-26",51000,"CHYDORUS",8.4,30,0.3
"CB",1,2006,"2006-10-26",51130,"DAPHNIA PULICARIA",4.5,17,1.07
"CB",1,2006,"2006-10-26",51801,"HOLOPEDIUM GIBBERUM",1.1,4,0.88
"CB",1,2006,"2006-10-26",60201,"ASCOMORPHA ECAUDIS",0.3,,
"CB",1,2006,"2006-10-26",60800,"CONOCHILOIDES",0.3,,
"CB",1,2006,"2006-10-26",61502,"GASTROPUS STYLIFER",2,,
"CB",1,2006,"2006-10-26",61701,"KELLICOTTIA BOSTONIENSIS",9,,
"CB",1,2006,"2006-10-26",61801,"KERATELLA COCHLEARIS",0.6,,
"CB",1,2006,"2006-10-26",61805,"KERATELLA HIEMALIS",0.3,,
"CB",1,2006,"2006-10-26",61808,"KERATELLA TAUROCEPHALA",8.7,,
"CB",1,2006,"2006-10-26",61900,"LECANE",0.3,,
"CB",1,2006,"2006-10-26",62406,"MONOSTYLA LUNARIS",0.8,,
"CB",1,2006,"2006-10-26",63004,"POLYARTHRA REMATA",5.3,,
"CB",1,2006,"2006-10-26",63005,"POLYARTHRA VULGARIS",16.2,,
"CB",1,2006,"2006-10-26",63400,"SYNCHAETA",2.2,,
"CB",1,2007,"2007-02-21",10000,"COPEPOD NAUPLII",8.4,,
"CB",1,2007,"2007-02-21",20000,"CYCLOPOID",0.3,,
"CB",1,2007,"2007-02-21",20101,"ACANTHOCYCLOPS VERNALIS",0.6,,
"CB",1,2007,"2007-02-21",20302,"DIACYCLOPS THOMASI",0.3,,
"CB",1,2007,"2007-02-21",50700,"BOSMINIDAE",44,,
"CB",1,2007,"2007-02-21",51000,"CHYDORUS",33.6,,
"CB",1,2007,"2007-02-21",60203,"ASCOMORPHA SALTANS",190.4,,
"CB",1,2007,"2007-02-21",61300,"EUCHLANIS",2.8,,
"CB",1,2007,"2007-02-21",61502,"GASTROPUS STYLIFER",70,,
"CB",1,2007,"2007-02-21",61701,"KELLICOTTIA BOSTONIENSIS",627.2,,
"CB",1,2007,"2007-02-21",61800,"KERATELLA",42,,
"CB",1,2007,"2007-02-21",61805,"KERATELLA HIEMALIS",411.6,,
"CB",1,2007,"2007-02-21",61808,"KERATELLA TAUROCEPHALA",165.2,,
"CB",1,2007,"2007-02-21",63004,"POLYARTHRA REMATA",574,,
"CB",1,2007,"2007-02-21",63700,"TRICHOTRIA",5.6,,
"CB",1,2007,"2007-02-21",88888,"UNKNOWN ROTIFER",98,,
"CB",1,2007,"2007-04-23",10000,"COPEPOD NAUPLII",64.4,,
"CB",1,2007,"2007-04-23",20000,"CYCLOPOID",1.1,,
"CB",1,2007,"2007-04-23",20601,"MESOCYCLOPS EDAX",8.4,,
"CB",1,2007,"2007-04-23",50700,"BOSMINIDAE",1.7,,
"CB",1,2007,"2007-04-23",51000,"CHYDORUS",0.3,,
"CB",1,2007,"2007-04-23",51130,"DAPHNIA PULICARIA",0.3,,
"CB",1,2007,"2007-04-23",51801,"HOLOPEDIUM GIBBERUM",0.3,,
"CB",1,2007,"2007-04-23",60203,"ASCOMORPHA SALTANS",109.2,,
"CB",1,2007,"2007-04-23",61502,"GASTROPUS STYLIFER",14,,
"CB",1,2007,"2007-04-23",61701,"KELLICOTTIA BOSTONIENSIS",582.4,,
"CB",1,2007,"2007-04-23",61808,"KERATELLA TAUROCEPHALA",322,,
"CB",1,2007,"2007-04-23",61810,"KERATELLA TICINENSIS",322,,
"CB",1,2007,"2007-04-23",63004,"POLYARTHRA REMATA",123.2,,
"CB",1,2007,"2007-04-23",63005,"POLYARTHRA VULGARIS",5.6,,
"CB",1,2007,"2007-04-23",63400,"SYNCHAETA",14,,
"CB",1,2007,"2007-05-23",10000,"COPEPOD NAUPLII",58.8,,
"CB",1,2007,"2007-05-23",20000,"CYCLOPOID",4.2,2,0.36
"CB",1,2007,"2007-05-23",20302,"DIACYCLOPS THOMASI",1.1,1,0.75
"CB",1,2007,"2007-05-23",20601,"MESOCYCLOPS EDAX",27.4,43,0.71
"CB",1,2007,"2007-05-23",50700,"BOSMINIDAE",2.5,4,0.27
"CB",1,2007,"2007-05-23",51000,"CHYDORUS",1.1,,
"CB",1,2007,"2007-05-23",51130,"DAPHNIA PULICARIA",5.3,5,0.91
"CB",1,2007,"2007-05-23",60800,"CONOCHILOIDES",2.8,,
"CB",1,2007,"2007-05-23",61502,"GASTROPUS STYLIFER",59.9,,
"CB",1,2007,"2007-05-23",61701,"KELLICOTTIA BOSTONIENSIS",208.9,,
"CB",1,2007,"2007-05-23",61800,"KERATELLA",0.6,,
"CB",1,2007,"2007-05-23",61808,"KERATELLA TAUROCEPHALA",396.5,,
"CB",1,2007,"2007-05-23",61810,"KERATELLA TICINENSIS",4.5,,
"CB",1,2007,"2007-05-23",62406,"MONOSTYLA LUNARIS",0.6,,
"CB",1,2007,"2007-05-23",63004,"POLYARTHRA REMATA",68.3,,
"CB",1,2007,"2007-05-23",63005,"POLYARTHRA VULGARIS",5,,
"CB",1,2007,"2007-06-18",10000,"COPEPOD NAUPLII",30.8,,
"CB",1,2007,"2007-06-18",20601,"MESOCYCLOPS EDAX",12.9,,
"CB",1,2007,"2007-06-18",20901,"TROPOCYCLOPS PRASINUS MEXICANUS",0.3,,
"CB",1,2007,"2007-06-18",50700,"BOSMINIDAE",23.2,,
"CB",1,2007,"2007-06-18",51000,"CHYDORUS",1.1,,
"CB",1,2007,"2007-06-18",51130,"DAPHNIA PULICARIA",15.1,,
"CB",1,2007,"2007-06-18",51801,"HOLOPEDIUM GIBBERUM",3.1,,
"CB",1,2007,"2007-06-18",53200,"SCAPHOLEBERIS",0.3,,
"CB",1,2007,"2007-06-18",61502,"GASTROPUS STYLIFER",24.6,,
"CB",1,2007,"2007-06-18",61701,"KELLICOTTIA BOSTONIENSIS",18.5,,
"CB",1,2007,"2007-06-18",61800,"KERATELLA",0.6,,
"CB",1,2007,"2007-06-18",61808,"KERATELLA TAUROCEPHALA",318.6,,
"CB",1,2007,"2007-06-18",63004,"POLYARTHRA REMATA",1.7,,
"CB",1,2007,"2007-06-18",63005,"POLYARTHRA VULGARIS",37.5,,
"CB",1,2007,"2007-07-18",10000,"COPEPOD NAUPLII",30.8,,
"CB",1,2007,"2007-07-18",20601,"MESOCYCLOPS EDAX",12.6,,
"CB",1,2007,"2007-07-18",50700,"BOSMINIDAE",2.5,,
"CB",1,2007,"2007-07-18",51000,"CHYDORUS",0.3,,
"CB",1,2007,"2007-07-18",51130,"DAPHNIA PULICARIA",6.4,,
"CB",1,2007,"2007-07-18",51801,"HOLOPEDIUM GIBBERUM",2.8,,
"CB",1,2007,"2007-07-18",60201,"ASCOMORPHA ECAUDIS",0.6,,
"CB",1,2007,"2007-07-18",60202,"ASCOMORPHA OVALIS",1.1,,
"CB",1,2007,"2007-07-18",60800,"CONOCHILOIDES",9,,
"CB",1,2007,"2007-07-18",61502,"GASTROPUS STYLIFER",23,,
